Index	X	Y	Z	cost	equivalent_radius	branch_id	vadose_flag
117	266.8819885254	429.2179870605	371.5299987793	0.2133505344	0.0000000000	40.0000000000	0.0000000000
117	253.1349945068	419.7489929199	372.4320068359	0.2291452885	0.0000000000	40.0000000000	0.0000000000
118	253.1349945068	419.7489929199	372.4320068359	0.2291452885	0.0000000000	40.0000000000	0.0000000000
118	248.2879943848	412.6359863281	372.1950073242	0.1219744682	0.0000000000	40.0000000000	0.0000000000
119	248.2879943848	412.6359863281	372.1950073242	0.1219744682	0.0000000000	40.0000000000	0.0000000000
119	234.6430053711	404.6579895020	373.1059875488	0.2196440697	0.0000000000	40.0000000000	0.0000000000
120	234.6430053711	404.6579895020	373.1059875488	0.2196440697	0.0000000000	40.0000000000	0.0000000000
120	220.8750000000	398.8500061035	373.6749877930	0.2082664967	0.0000000000	40.0000000000	0.0000000000
121	220.8750000000	398.8500061035	373.6749877930	0.2082664967	0.0000000000	40.0000000000	0.0000000000
121	215.7460021973	395.7040100098	373.9930114746	0.0833953619	0.0000000000	40.0000000000	0.0000000000
122	215.7460021973	395.7040100098	373.9930114746	0.0833953619	0.0000000000	40.0000000000	0.0000000000
122	205.3659973145	386.8460083008	374.5939941406	0.1872301102	0.0000000000	40.0000000000	0.0000000000
123	205.3659973145	386.8460083008	374.5939941406	0.1872301102	0.0000000000	40.0000000000	0.0000000000
123	200.1950073242	385.5620117188	375.9849853516	0.1036882401	0.0000000000	40.0000000000	0.0000000000
124	200.1950073242	385.5620117188	375.9849853516	0.1036882401	0.0000000000	40.0000000000	0.0000000000
124	189.9770050049	373.6780090332	375.2900085449	0.2150444984	0.0000000000	40.0000000000	0.0000000000
125	189.9770050049	373.6780090332	375.2900085449	0.2150444984	0.0000000000	40.0000000000	0.0000000000
125	178.3390045166	363.6700134277	375.8169860840	0.2105237842	0.0000000000	40.0000000000	0.0000000000
126	178.3390045166	363.6700134277	375.8169860840	0.2105237842	0.0000000000	40.0000000000	0.0000000000
126	166.7010040283	353.6619873047	376.3439941406	0.2105240226	0.0000000000	40.0000000000	0.0000000000
127	166.7010040283	353.6619873047	376.3439941406	0.2105240226	0.0000000000	40.0000000000	0.0000000000
127	155.8500061035	345.0679931641	376.8349914551	0.0957798958	0.0000000000	40.0000000000	1.0000000000
128	155.8500061035	345.0679931641	376.8349914551	0.0957798958	0.0000000000	40.0000000000	1.0000000000
128	144.9989929199	336.4739990234	377.3259887695	0.1898571998	0.0000000000	42.0000000000	0.0000000000
129	155.8500061035	345.0679931641	376.8349914551	0.0957798958	0.0000000000	40.0000000000	1.0000000000
129	160.0659942627	343.4049987793	380.6690063477	0.0957798958	0.0000000000	43.0000000000	1.0000000000
130	144.9989929199	336.4739990234	377.3259887695	0.1898571998	0.0000000000	42.0000000000	0.0000000000
130	134.3370056152	328.5390014648	377.8080139160	0.1488465071	0.0000000000	42.0000000000	1.0000000000
131	134.3370056152	328.5390014648	377.8080139160	0.1488465071	0.0000000000	42.0000000000	1.0000000000
131	135.9299926758	325.1919860840	387.6549987793	0.1488465071	0.0000000000	42.0000000000	1.0000000000
132	135.9299926758	325.1919860840	387.6549987793	0.1488465071	0.0000000000	42.0000000000	1.0000000000
132	136.2350006104	323.0090026855	396.2760009766	0.1238734722	0.0000000000	42.0000000000	1.0000000000
133	136.2350006104	323.0090026855	396.2760009766	0.1238734722	0.0000000000	42.0000000000	1.0000000000
133	136.5610046387	321.2520141602	403.8529968262	0.1081348658	0.0000000000	42.0000000000	1.0000000000
134	136.5610046387	321.2520141602	403.8529968262	0.1081348658	0.0000000000	42.0000000000	1.0000000000
134	136.2149963379	321.3729858398	410.0870056152	0.0850677490	0.0000000000	42.0000000000	1.0000000000
135	136.2149963379	321.3729858398	410.0870056152	0.0850677490	0.0000000000	42.0000000000	1.0000000000
